Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970,99484802345,2.7139E+11,2.99964E+11,3.1363E+11,3.39206E+11,3.56128E+11,3.20909E+11,3.00426E+11,3.48517E+11,3.74788E+11,3.38368E+11
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,97702303.05,149535827.6,245731216.4,287215972.9,305404174.8,292345764.2,288160980.2,281828704.8,261179138.2,229858184.8,242333709.7,263020733.7
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900,67406738100,76522511781,83382400000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219729083,3521339699,23210823987,21723437010,20758876953,22742699138,24109780708,24751066911,23848445104,26113333240,31603619037,30932496250
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523,8855705140,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068,39950899939,41952910858,42956263544
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386963,51744749133,2.00786E+11,1.89803E+11,1.91898E+11,2.11008E+11,2.22597E+11,2.28346E+11,2.0141E+11,2.26354E+11,2.46489E+11,2.67603E+11
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,50508286642,83669788255,2.97484E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61751E+11,3.94087E+11,4.04353E+11,4.37146E+11
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977748211,1.7222E+11,5.3908E+11,4.77111E+11,4.70025E+11,5.24641E+11,5.8878E+11,5.96058E+11,5.99443E+11,6.81346E+11,6.89763E+11,8.11229E+11
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860217,1.18605E+11,2.29902E+11,1.99394E+11,2.06426E+11,2.21358E+11,2.42313E+11,2.39987E+11,2.29032E+11,2.55535E+11,2.55197E+11,2.8708E+11
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00958E+11,1.05126E+11,1.03131E+11,1.06427E+11,1.13567E+11,1.17902E+11
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423,17759890110,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11,1.79732E+11,2.3577E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38247882300,37253739511,1.99714E+11,1.77884E+11,1.85288E+11,2.10147E+11,2.43316E+11,2.51018E+11,2.51363E+11,2.8581E+11,2.98892E+11,3.51003E+11
